V1,issue,Dem_quote_text,Repub_quote_text,ideo,pid,ranking1,ranking3,gender,age,race,Repub_both,Repub_quote,Repub_issue,Repub_neither,approval,Dem_both,Dem_quote,Dem_issue,Dem_neither,approval
R_3iPhGUUjl43iWCO,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Immigration,Social security,Female,55-64,White/Caucasian,,1,,,Approve somewhat,,,,,
R_2tES1UIJvli0qDF,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Strong Democrat,Health care,Social security,Male,35-44,White/Caucasian,,,,,,,,,1,Approve strongly
R_1I425bEbHKNKkPH,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Immigration,Education,Female,35-44,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_2f6ufxdKApRkSPy,Drug addiction,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,Immigration,Drug addiction,Female,45-54,White/Caucasian,,1,,,Approve strongly,,,,,
R_2CQ8ZDytdViGiyy,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Weak Democrat,National security,Health care,Female,45-54,White/Caucasian,,,,,,1,,,,Approve somewhat
R_3q8TTePjofDXmox,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Independent,National security,Jobs,Female,25-34,White/Caucasian,1,,,,Approve somewhat,,,,,
R_1mLAuksUc8tBqpW,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Weak Democrat,Jobs,Social security,Male,45-54,Pacific Islander,,,,,,,,1,,Approve strongly
R_1etwYQqM7SJ6Z4e,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Democrat,Jobs,Crime,Female,25-34,White/Caucasian,,,,,,,,,1,Neither approve nor disapprove
R_1f8xP9QoNSLVqWa,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Jobs,Drug addiction,Female,35-44,Other,,,,,,,1,,,Disapprove strongly
R_2eRKy6bxshxezAJ,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Education,Jobs,Female,18-24,White/Caucasian,,,,,,1,,,,Approve strongly
R_28YA6hSNddwGDuY,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Strong Democrat,Jobs,National security,Male,25-34,African American,,,,,,,,1,,Neither approve nor disapprove
R_2vZJ2IorB1INeFE,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Strong Democrat,Jobs,Social security,Male,45-54,Hispanic,,,,,,,,1,,Approve somewhat
R_31vC7wFIL1ZQDU9,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Environment,Education,Female,18-24,White/Caucasian,,,,,,1,,,,Disapprove somewhat
R_1Nmn4o2cQhsiEnC,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Strong Democrat,Jobs,Crime,Female,25-34,African American,,,,,,,,1,,Approve strongly
R_3EiJBYK3PErgMTw,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Strong Democrat,Health care,Environment,Female,25-34,White/Caucasian,,,,,,1,,,,Approve somewhat
R_2ffVWbuN92PaGgB,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Democrat,Health care,Jobs,Female,35-44,White/Caucasian,,,,,,,1,,,Approve strongly
R_2YVbcXWrMHJwoC5,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Weak Democrat,Crime,Environment,Female,18-24,African American,,,,,,,,1,,Approve strongly
R_2vdj8Igy3ezr68F,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Lean Democrat,Health care,Environment,Male,45-54,White/Caucasian,,,,,,1,,,,Approve strongly
R_3HN83Sp8BybCzOE,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Strong Democrat,Crime,Crime,Male,18-24,African American,,,,,,1,,,,Approve somewhat
R_1mmcFGpssnXv2DD,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Drug addiction,National security,Female,35-44,White/Caucasian,1,,,,Approve somewhat,,,,,
R_2AXOErUN7bPq848,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Health care,Crime,Female,25-34,Other,,,,,,1,,,,Approve strongly
R_3GqEQzwTvfIejlc,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Independent,Jobs,Crime,Female,35-44,White/Caucasian,,,,,,1,,,,Disapprove strongly
R_2c0gCsQZAGAbhFU,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Strong Democrat,Health care,Environment,Female,65 or over,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_29dbQh1FF2xJNFY,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Republican,Social security,Immigration,Male,25-34,White/Caucasian,,1,,,Approve strongly,,,,,
R_3jdPAilhNBhVrVh,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Republican,Terrorism,Education,Male,35-44,White/Caucasian,1,,,,Approve somewhat,,,,,
R_3FXw3faQMQOV6Ez,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Weak Republican,Jobs,Social security,Female,25-34,White/Caucasian,1,,,,Approve somewhat,,,,,
R_1mz13636mVkCUtP,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,Education,Jobs,Male,45-54,White/Caucasian,,,1,,Neither approve nor disapprove,,,,,
R_3Hn82FZCrlGuWbM,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Immigration,Social security,Female,65 or over,White/Caucasian,,,1,,Approve somewhat,,,,,
R_DoOPCicETcp0Qbn,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Democrat,Health care,Education,Male,18-24,African American,,,,,,,,,1,Approve strongly
R_BM7VMIkXbBK7SWR,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Jobs,Education,Male,45-54,African American,,,,,,,1,,,Neither approve nor disapprove
R_3O61W7H5v2Q8ACV,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Democrat,Education,Jobs,Female,35-44,African American,,,,,,1,,,,Approve somewhat
R_s6a8ktuLYSvvUUV,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Jobs,Terrorism,Male,45-54,White/Caucasian,,1,,,Neither approve nor disapprove,,,,,
R_3QEQvbdD4d7P1pq,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Lean Democrat,Jobs,Environment,Male,25-34,Asian,,,,,,,1,,,Neither approve nor disapprove
R_3hiGOLsKNeRzwlH,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Terrorism,Health care,Female,55-64,White/Caucasian,,,,,,,,,1,Neither approve nor disapprove
R_Rzs9SkFicAF9ZDP,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Lean Democrat,Health care,Jobs,Female,45-54,White/Caucasian,,,,,,1,,,,Approve somewhat
R_3kbNEE2SqWFZtAz,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Not sure,Jobs,Health care,Female,18-24,White/Caucasian,,,,,,,,,1,Approve strongly
R_1o7us2pDBvQAXXq,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Jobs,Social security,Male,45-54,Asian,1,,,,Approve strongly,,,,,
R_1DwZ2VvyjWiap2U,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Weak Republican,Health care,Education,Female,35-44,White/Caucasian,1,,,,Disapprove somewhat,,,,,
